Freq.	V(output)/V(input)
5.21158714696652e+004	(-1.02277884520747e+000dB,-4.40919702504016e+000°)
5.22360109610400e+004	(-1.02268302164440e+000dB,-4.41940738406361e+000°)
5.23564274025449e+004	(-1.02258675652352e+000dB,-4.42964160107036e+000°)
5.24771214326161e+004	(-1.02249004777922e+000dB,-4.43989973241239e+000°)
5.25980936911611e+004	(-1.02239289341209e+000dB,-4.45018183651887e+000°)
5.27193448195629e+004	(-1.02229529133837e+000dB,-4.46048797056569e+000°)
5.28408754606829e+004	(-1.02219723952567e+000dB,-4.47081819240212e+000°)
5.29626862588644e+004	(-1.02209873587767e+000dB,-4.48117255932026e+000°)
5.30847778599362e+004	(-1.02199977835736e+000dB,-4.49155112999981e+000°)
5.32071509112157e+004	(-1.02190036482887e+000dB,-4.50195396185331e+000°)
5.33298060615128e+004	(-1.02180049321543e+000dB,-4.51238111350668e+000°)
5.34527439611328e+004	(-1.02170016143110e+000dB,-4.52283264391953e+000°)
5.35759652618802e+004	(-1.02159936731718e+000dB,-4.53330861059263e+000°)
5.36994706170622e+004	(-1.02149810878878e+000dB,-4.54380907278636e+000°)
5.38232606814917e+004	(-1.02139638368324e+000dB,-4.55433408992116e+000°)
5.39473361114914e+004	(-1.02129418986724e+000dB,-4.56488372012495e+000°)
5.40716975648968e+004	(-1.02119152517846e+000dB,-4.57545802276015e+000°)
5.41963457010601e+004	(-1.02108838744529e+000dB,-4.58605705788959e+000°)
5.43212811808532e+004	(-1.02098477451134e+000dB,-4.59668088373053e+000°)
5.44465046666716e+004	(-1.02088068417201e+000dB,-4.60732956120307e+000°)
5.45720168224377e+004	(-1.02077611424496e+000dB,-4.61800314956033e+000°)
5.46978183136046e+004	(-1.02067106251730e+000dB,-4.62870170839144e+000°)
5.48239098071591e+004	(-1.02056552677404e+000dB,-4.63942529835665e+000°)
5.49502919716259e+004	(-1.02045950477471e+000dB,-4.65017397917214e+000°)
5.50769654770706e+004	(-1.02035299432641e+000dB,-4.66094781218204e+000°)
5.52039309951035e+004	(-1.02024599315432e+000dB,-4.67174685741750e+000°)
5.53311891988832e+004	(-1.02013849900167e+000dB,-4.68257117543242e+000°)
5.54587407631199e+004	(-1.02003050960184e+000dB,-4.69342082730954e+000°)
5.55865863640794e+004	(-1.01992202265638e+000dB,-4.70429587410664e+000°)
5.57147266795864e+004	(-1.01981303592708e+000dB,-4.71519637703748e+000°)
5.58431623890279e+004	(-1.01970354708047e+000dB,-4.72612239747954e+000°)
5.59718941733574e+004	(-1.01959355382233e+000dB,-4.73707399715646e+000°)
5.61009227150980e+004	(-1.01948305381822e+000dB,-4.74805123701344e+000°)
5.62302486983462e+004	(-1.01937204475375e+000dB,-4.75905417984871e+000°)
5.63598728087754e+004	(-1.01926052428845e+000dB,-4.77008288768423e+000°)
5.64897957336397e+004	(-1.01914849006296e+000dB,-4.78113742194790e+000°)
5.66200181617777e+004	(-1.01903593970089e+000dB,-4.79221784498223e+000°)
5.67505407836156e+004	(-1.01892287085194e+000dB,-4.80332422005517e+000°)
5.68813642911714e+004	(-1.01880928113948e+000dB,-4.81445660964976e+000°)
5.70124893780583e+004	(-1.01869516816104e+000dB,-4.82561507603106e+000°)
5.71439167394884e+004	(-1.01858052949030e+000dB,-4.83679968296680e+000°)
5.72756470722766e+004	(-1.01846536273923e+000dB,-4.84801049324055e+000°)
5.74076810748440e+004	(-1.01834966545793e+000dB,-4.85924756980176e+000°)
5.75400194472216e+004	(-1.01823343521565e+000dB,-4.87051097672627e+000°)
5.76726628910544e+004	(-1.01811666956962e+000dB,-4.88180077748803e+000°)
5.78056121096048e+004	(-1.01799936605141e+000dB,-4.89311703592231e+000°)
5.79388678077561e+004	(-1.01788152218104e+000dB,-4.90445981583686e+000°)
5.80724306920169e+004	(-1.01776313549746e+000dB,-4.91582918179038e+000°)
5.82063014705244e+004	(-1.01764420349092e+000dB,-4.92722519812529e+000°)
5.83404808530479e+004	(-1.01752472365444e+000dB,-4.93864792896064e+000°)
5.84749695509933e+004	(-1.01740469347780e+000dB,-4.95009743917132e+000°)
5.86097682774063e+004	(-1.01728411041667e+000dB,-4.96157379360872e+000°)
5.87448777469763e+004	(-1.01716297193694e+000dB,-4.97307705690020e+000°)
5.88802986760401e+004	(-1.01704127550228e+000dB,-4.98460729522464e+000°)
5.90160317825863e+004	(-1.01691901853990e+000dB,-4.99616457316024e+000°)
5.91520777862580e+004	(-1.01679619845930e+000dB,-5.00774895664372e+000°)
5.92884374083578e+004	(-1.01667281267930e+000dB,-5.01936051079079e+000°)
5.94251113718507e+004	(-1.01654885860134e+000dB,-5.03099930228453e+000°)
5.95621004013685e+004	(-1.01642433361304e+000dB,-5.04266539658897e+000°)
5.96994052232134e+004	(-1.01629923510638e+000dB,-5.05435886013906e+000°)
5.98370265653619e+004	(-1.01617356042363e+000dB,-5.06607975975085e+000°)
5.99749651574687e+004	(-1.01604730690795e+000dB,-5.07782816080767e+000°)
6.01132217308704e+004	(-1.01592047195476e+000dB,-5.08960413127834e+000°)
6.02517970185896e+004	(-1.01579305282295e+000dB,-5.10140773770823e+000°)
6.03906917553388e+004	(-1.01566504687437e+000dB,-5.11323904721605e+000°)
6.05299066775239e+004	(-1.01553645139745e+000dB,-5.12509812710229e+000°)
6.06694425232486e+004	(-1.01540726368324e+000dB,-5.13698504464276e+000°)
6.08093000323181e+004	(-1.01527748105030e+000dB,-5.14889986810546e+000°)
6.09494799462431e+004	(-1.01514710067922e+000dB,-5.16084266472353e+000°)
6.10899830082433e+004	(-1.01501611988626e+000dB,-5.17281350271735e+000°)
6.12308099632522e+004	(-1.01488453591271e+000dB,-5.18481245008301e+000°)
6.13719615579201e+004	(-1.01475234596502e+000dB,-5.19683957582371e+000°)
6.15134385406188e+004	(-1.01461954725788e+000dB,-5.20889494747489e+000°)
6.16552416614452e+004	(-1.01448613702036e+000dB,-5.22097863523172e+000°)
6.17973716722252e+004	(-1.01435211244183e+000dB,-5.23309070699581e+000°)
6.19398293265181e+004	(-1.01421747065235e+000dB,-5.24523123147056e+000°)
6.20826153796202e+004	(-1.01408220888173e+000dB,-5.25740027920407e+000°)
6.22257305885689e+004	(-1.01394632423349e+000dB,-5.26959791885608e+000°)
6.23691757121468e+004	(-1.01380981387064e+000dB,-5.28182422030929e+000°)
6.25129515108857e+004	(-1.01367267491924e+000dB,-5.29407925342697e+000°)
6.26570587470705e+004	(-1.01353490448444e+000dB,-5.30636308847076e+000°)
6.28014981847434e+004	(-1.01339649965671e+000dB,-5.31867579483732e+000°)
6.29462705897080e+004	(-1.01325745754821e+000dB,-5.33101744421706e+000°)
6.30913767295332e+004	(-1.01311777520652e+000dB,-5.34338810617367e+000°)
6.32368173735572e+004	(-1.01297744970025e+000dB,-5.35578785214765e+000°)
6.33825932928919e+004	(-1.01283647808376e+000dB,-5.36821675313858e+000°)
6.35287052604267e+004	(-1.01269485738896e+000dB,-5.38067487969625e+000°)
6.36751540508327e+004	(-1.01255258461174e+000dB,-5.39316230384332e+000°)
6.38219404405668e+004	(-1.01240965680640e+000dB,-5.40567909715161e+000°)
6.39690652078759e+004	(-1.01226607092375e+000dB,-5.41822533096273e+000°)
6.41165291328007e+004	(-1.01212182394224e+000dB,-5.43080107745168e+000°)
6.42643329971804e+004	(-1.01197691283412e+000dB,-5.44340640855794e+000°)
6.44124775846563e+004	(-1.01183133456733e+000dB,-5.45604139727961e+000°)
6.45609636806763e+004	(-1.01168508603651e+000dB,-5.46870611551793e+000°)
6.47097920724989e+004	(-1.01153816423043e+000dB,-5.48140063622830e+000°)
6.48589635491974e+004	(-1.01139056598330e+000dB,-5.49412503213840e+000°)
6.50084789016641e+004	(-1.01124228825661e+000dB,-5.50687937703617e+000°)
6.51583389226146e+004	(-1.01109332787980e+000dB,-5.51966374338880e+000°)
6.53085444065917e+004	(-1.01094368174512e+000dB,-5.53247820560655e+000°)
6.54590961499699e+004	(-1.01079334670407e+000dB,-5.54532283720833e+000°)
6.56099949509597e+004	(-1.01064231958446e+000dB,-5.55819771125049e+000°)
6.57612416096115e+004	(-1.01049059721058e+000dB,-5.57110290275073e+000°)
6.59128369278199e+004	(-1.01033817637312e+000dB,-5.58403848538710e+000°)
6.60647817093283e+004	(-1.01018505391843e+000dB,-5.59700453502804e+000°)
6.62170767597328e+004	(-1.01003122656426e+000dB,-5.61000112464818e+000°)
6.63697228864865e+004	(-1.00987669113698e+000dB,-5.62302833097269e+000°)
6.65227208989041e+004	(-1.00972144431678e+000dB,-5.63608622782434e+000°)
6.66760716081658e+004	(-1.00956548289796e+000dB,-5.64917489055585e+000°)
6.68297758273217e+004	(-1.00940880356775e+000dB,-5.66229439540636e+000°)
6.69838343712963e+004	(-1.00925140304836e+000dB,-5.67544481814879e+000°)
6.71382480568927e+004	(-1.00909327803890e+000dB,-5.68862623499044e+000°)
6.72930177027969e+004	(-1.00893442518741e+000dB,-5.70183872121847e+000°)
6.74481441295822e+004	(-1.00877484115442e+000dB,-5.71508235368090e+000°)
6.76036281597134e+004	(-1.00861452261073e+000dB,-5.72835720921020e+000°)
6.77594706175513e+004	(-1.00845346617648e+000dB,-5.74166336416985e+000°)
6.79156723293572e+004	(-1.00829166843072e+000dB,-5.75500089536006e+000°)
6.80722341232970e+004	(-1.00812912602532e+000dB,-5.76836988092999e+000°)
6.82291568294457e+004	(-1.00796583551708e+000dB,-5.78177039810778e+000°)
6.83864412797920e+004	(-1.00780179348146e+000dB,-5.79520252409992e+000°)
6.85440883082422e+004	(-1.00763699643576e+000dB,-5.80866633701746e+000°)
6.87020987506253e+004	(-1.00747144097758e+000dB,-5.82216191518182e+000°)
6.88604734446968e+004	(-1.00730512358251e+000dB,-5.83568933621258e+000°)
6.90192132301438e+004	(-1.00713804076448e+000dB,-5.84924867909649e+000°)
6.91783189485886e+004	(-1.00697018900358e+000dB,-5.86284002280986e+000°)
6.93377914435939e+004	(-1.00680156481689e+000dB,-5.87646344654542e+000°)
6.94976315606672e+004	(-1.00663216461493e+000dB,-5.89011902831978e+000°)
6.96578401472647e+004	(-1.00646198483948e+000dB,-5.90380684846385e+000°)
6.98184180527964e+004	(-1.00629102192273e+000dB,-5.91752698612768e+000°)
6.99793661286304e+004	(-1.00611927229149e+000dB,-5.93127952185416e+000°)
7.01406852280974e+004	(-1.00594673230004e+000dB,-5.94506453476544e+000°)
7.03023762064952e+004	(-1.00577339835132e+000dB,-5.95888210584998e+000°)
7.04644399210932e+004	(-1.00559926680354e+000dB,-5.97273231537829e+000°)
7.06268772311372e+004	(-1.00542433400769e+000dB,-5.98661524408020e+000°)
7.07896889978535e+004	(-1.00524859626249e+000dB,-6.00053097315066e+000°)
